pid|name|address|city|state|zip|lon|lat|chainid|psic|allsics|res_type
13108611|Tacoma Art Museum|1701  Pacific Ave|Tacoma|WA|98402|-122.436265|47.247248||84129902|84129902:|
13108621|Tacoma Biomedical Inc|3623 S 12th St|Tacoma|WA|98405|-122.484884|47.250258||76990700|76990700:|
13108643|Tacoma City Association Of Colored Women Club|2316  Yakima Ave|Tacoma|WA|98405|-122.444856|47.240287||83220610|83220610:|
13108703|Tacoma Diagnostic Ultrasound|223 N K St|Tacoma|WA|98403|-122.454047|47.261087||||
13108707|Franciscan Medical Group|11311  Bridgeport Way|Lakewood|WA|98499|-122.504248|47.153702||80110202|80110202:80119900:80310000:|
13108712|Ez Mart|3402  Pacific Ave|Tacoma|WA|98418|-122.434482|47.229841||54110200|54110200:|
13108726|Tacoma Electric Supply Inc|1311 S Tacoma Way|Tacoma|WA|98409|-122.451768|47.231681||50630205|50630205:36990000:50630206:|
13108727|Elks Lodge|2114  Tacoma Ave|Tacoma|WA|98402|-122.442413|47.241801|697|70410100|70410100:86410200:|
13108729|Tacoma Equine Hospital|3112  156th St|Tacoma|WA|98446|-122.387374|47.114472||07429901|07429901:07419901:|
13108747|Tacoma First Baptist Church|1328 S 84th St|Tacoma|WA|98444|-122.451627|47.179488||86610103|86610103:|
13108769|Tacoma Housing Authority|1728 E 44th St|Tacoma|WA|98404|-122.404337|47.216636||95319902|95319902:|
13108771|Tacoma Housing Authority|902 S L St|Tacoma|WA|98405|-122.453783|47.25374||95319902|95319902:72999901:95310404:95319903:|
13108784|Tacoma Central Church|8001  Pine St|Lakewood|WA|98499|-122.473056|47.183848||86610125|86610125:|
13108788|Tacoma Korean Baptist Church|8826  John Dower Rd|Lakewood|WA|98499|-122.52414|47.177054||86610103|86610103:|
13108793|Tacoma Land Company|3020 S Union Ave|Tacoma|WA|98409|-122.483998|47.2324||65529900|65529900:65310100:|
13108795|Tacoma Lawn Tennis Club|502 N Borough Rd|Tacoma|WA|98403|-122.457211|47.267624||79979900|79979900:|
13108842|Tacoma Narrows Federal Credit Union|5319 N 51st St|Tacoma|WA|98407|-122.509643|47.298914||60610101|60610101:|
13108853|Tacoma Paperboard Caraustar Mill Group|808 E 26th St|Tacoma|WA|98421|-122.422191|47.239097||||
13108859|Tacoma Philharmonic Inc|901  Broadway |Tacoma|WA|98402|-122.440534|47.255173||79290109|79290109:|
13108865|Tacoma Pierce County Association Of Realtors|2550  Yakima Ave|Tacoma|WA|98405|-122.444166|47.23744||65310100|65310100:|
13108881|Tacoma City Police Department|930  Tacoma Ave|Tacoma|WA|98402|-122.446035|47.253707||92210404|92210404:|
13108907|Tacoma Properties|727  Commerce St|Tacoma|WA|98402|-122.439993|47.25689||65319900|65319900:65310100:|
13108928|Tacoma R V Center|8909 S Tacoma Way|Lakewood|WA|98499|-122.482919|47.176139||55610000|55610000:76991300:75190102:|
13108946|Tacoma Rescue Mission Inc|609 S 15th St|Tacoma|WA|98405|-122.444139|47.248758||||
13108949|Tacoma Rifle & Revolver Club|8503  Chambers Creek Rd|University Place|WA|98467|-122.552317|47.203271||79990703|79990703:86410000:|
13108954|Tacoma Sabercats|2727 E D St|Tacoma|WA|98421|-122.425421|47.237113||79970102|79970102:|
13108960|Tacoma School District No 10 Alternative Schools/Special Programs|5501  6th Ave|Tacoma|WA|98406|-122.509539|47.255531||82110300|82110300:91990401:|
13108968|Lowell Elementary School|810 N 13th St|Tacoma|WA|98403|-122.465997|47.267463||82110000|82110000:91990401:|
13108971|Tacoma School District No 10 School of The Arts|1818  Tacoma Ave|Tacoma|WA|98402|-122.443094|47.244793||82110000|82110000:82499903:|
13108972|Truman Middle School|5801 N 35th St|Tacoma|WA|98407|-122.5161|47.28||82110000|82110000:91990401:|
13108974|Jefferson Elementary School|4302 N 13th St|Tacoma|WA|98406|-122.495493|47.261256||82110000|82110000:91990401:|
13108977|Delong Elementary School|4901 S 14th St|Tacoma|WA|98405|-122.501738|47.248822||82110000|82110000:91990401:|
13108987|Tacoma School District No 10|4002 S Cedar St|Tacoma|WA|98409|-122.477399|47.219836||82110300|82110300:|
13108997|Birney Elementary School|1202 S 76th St|Tacoma|WA|98408|-122.451226|47.187334||82110000|82110000:|
13108999|Tacoma School District No 10|6701 S Park Ave|Tacoma|WA|98408|-122.43963|47.195475||82110300|82110300:91990401:|
13109005|Larchmont Elementary School|8601 E B St|Tacoma|WA|98445|-122.428939|47.178648||82110000|82110000:91990401:|
13109010|Manitou Park Elementary School|4330 S 66th St|Tacoma|WA|98409|-122.495275|47.196928||82110000|82110000:91990401:|
13109013|Whitman Elementary School|1120 S 39th St|Tacoma|WA|98418|-122.449277|47.221374||82110000|82110000:91990401:|
13109014|Fawcett Elementary School|126 E 60th St|Tacoma|WA|98404|-122.429985|47.202108||82110000|82110000:91990401:|
13109019|Baker Middle School|8320 S I St|Tacoma|WA|98408|-122.446317|47.181675||82110000|82110000:91990401:|
13109021|Stewart Middle School|5010  Pacific Ave|Tacoma|WA|98408|-122.43534|47.210888||82110000|82110000:91990401:|
13109022|Geiger Elementary School|621 S Jackson Ave|Tacoma|WA|98465|-122.535496|47.254342||82110000|82110000:91990401:|
13109028|Tacoma Screw Products Inc|2001  Center St|Tacoma|WA|98409|-122.462889|47.234438||52510100|52510100:50850401:|
13109037|Tacoma Signwriters|3153  Soundview Dr|Tacoma|WA|98466|-122.561532|47.230382||50999912|50999912:39930000:89990104:73891800:|
13109056|Tacoma Tofu Corp|1302  Martin Luther King Jr Way|Tacoma|WA|98405|-122.451624|47.249692||||
13109060|Tacoma Transload|501 E 19th St|Tacoma|WA|98421|-122.426803|47.246063||47839901|47839901:|
13109075|Tacoma V-Twin|1310 S 56th St|Tacoma|WA|98408|-122.451364|47.206301||55719905|55719905:56999905:|
13109108|Tacoma's Best Pet Grooming|3411  6th Ave|Tacoma|WA|98406|-122.481013|47.25541||07529901|07529901:59991103:07520203:|
13109648|Tacos Guaymas|2630 S 38th St|Tacoma|WA|98409|-122.473201|47.222056||58120112|58120112:|
131139221|Pierce County Wash Building & Const Trades Council|3049 S 36th St|Tacoma|WA|98409|-122.475951|47.226484||86319900|86319900:|
13114249|Tahoma Electric / Electrical Contractors|3105  148th St|Tacoma|WA|98446|-122.387986|47.122568||17319903|17319903:|
13114258|Tahoma House|4202 S 64th St|Tacoma|WA|98409|-122.49262|47.19904||83220610|83220610:|
13114260|Tahoma Associates Rekey|1545  Tacoma Ave|Tacoma|WA|98402|-122.442692|47.247054||||
13114298|Tahoma Vista Village|1512 S Mildred St|Tacoma|WA|98465|-122.530561|47.245885||83610400|83610400:|
13114588|Tai-Li Market|7046 S Park Ave|Tacoma|WA|98408|-122.442281|47.192137||54110000|54110000:|
13119451|Charles W. Talbot & Associates, P.S.|5005  Center St|Tacoma|WA|98409|-122.50448|47.23456||81110000|81110000:|
131216810|Communicable Disease Information|3629 S D St|Tacoma|WA|98418|-122.435053|47.225167||||
131216834|Lakeview Elementary School|10501  47th Ave|Lakewood|WA|98499|-122.498161|47.161324||82110000|82110000:91990401:|
131216864|McDonald's|2916 S 38th St|Tacoma|WA|98409|-122.47461|47.221691|136|58120307|58120307:|
131216869|Adorra Salon|3401  6th Ave|Tacoma|WA|98406|-122.481179|47.255528||72310000|72310000:|
131216876|John Bargren MD|1112  6th Ave|Tacoma|WA|98405|-122.453283|47.256892||80119904|80119904:|
131216878|Multicare Health System|2420 S Union Ave|Tacoma|WA|98405|-122.482833|47.237784||||
131217022|Lucky Transport|120  Tule Lake Rd|Tacoma|WA|98444|-122.433118|47.139131||42130000|42130000:|
131217089|Boys & Girls Club|1101  A St|Tacoma|WA|98402|-122.436842|47.2534|2840|86410300|86410300:|
13126746|Maria Bonita Restaurant|7421  Custer Rd|Lakewood|WA|98499|-122.511987|47.189607||58120500|58120500:|
13135650|Tangle Salon|6814  27th St|Tacoma|WA|98466|-122.527692|47.235286||72310000|72310000:|
131371127|PetSmart|120  31st Ave|Puyallup|WA|98374|-122.292455|47.161037|1095|59991103|59991103:|
131397048|Van Cour's Automotive|13813  Meridian |Puyallup|WA|98373|-122.292351|47.13077||75390000|75390000:75420000:|
13144027|Taqueria La Fiesta|4502 S Steele St|Tacoma|WA|98409|-122.468145|47.218244||58120112|58120112:|
13149681|Target|5618  Lakewood Towne Center Blvd|Lakewood|WA|98499|-122.511207|47.163666|537|53110000|53110000:59490000:56329906:59999910:57319902:|
131556950|Lauriston|235  Tacoma Ave|Tacoma|WA|98402|-122.445831|47.260761||72999901|72999901:|
131556958|Allenmore Ridge Condo Assoc|2301 S Cedar St|Tacoma|WA|98405|-122.475601|47.237518||86410501|86410501:65310202:|
131556976|Stadium Massage Therapy|240 S Stadium Way|Tacoma|WA|98402|-122.443236|47.261387||80490200|80490200:72990201:|
131556997|Club Silverstone|739  St Helens Ave|Tacoma|WA|98402|-122.441871|47.2569||||
